id	leader	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
341345	02454cam a2200529 a 4500				Blandford races : a novel, in two volumes.	Blandford races: a novel. In two volumes. Vol. I.	Blandford races. Volume I.		2			1782	M.DCC.LXXXII.	London		Printed for J. Bew, in Pater-noster Row.				Duodecimo									true		['Ezekiel']	['Epistolary']									['Epistolary fiction']		['Race', 'Novel', 'Volume']	['Blanford']	University of Pennsylvania	AFD	
341346	03979cam a2200745 a 4500	Mackenzie, Anna Maria		by a lady.	Burton-Wood : in a series of letters / by a lady.	Burton-Wood. In a series of letters. By a lady. Volume I.			2			1783	M,DCC,LXXXIII.	Dublin		Printed by J. A. Husband, for W. Sleater, S. Price, T. Walker, J. Beatty, R. Burton, H. Whitestone, P. Byrne, T. Webb, and J. Cash.				Duodecimo		['An epistolary novel.']				""That novel-writing should be disregarded is not to be wondered at, when it is considered, how many heavy uninteresting pieces have been introduced under that title.[...]It is certainly much practised, now, to convey instruction by essays, a common mode of producing to the world exalted and useful sentiments. But the author is free to confess, she believes the same sentiment, when put proceeding from the mouth of the heroine of a novel, will act with greater force upon a youthful mind, than when it is perused merely as the work of an author."					['']	['Epistolary']			true		Author (text)		Female	Female	['Epistolary fiction']		['Series', 'Letter', 'Lady']	['Burton-Wood']	University of Pennsylvania	AFD	
341348	09631cam a2200589 a 4500	Mouhy, Charles de Fieux	1701-1784.		The busy body, or Successful spy : being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprizing, even to rashness, which unhappy faculties nevertheless, instead of ruining, raised him from the lowest obscurity to a most splendid fortune : interspers\\\'d with several humorous stories : the whole containing a great variety of adventures equally instructive and diverting.	The busy body; Or, successful spy. Being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprizing, even to rashness; which unhappy faculties, nevertheless, instead of ruining, raised him from the lowest obscurity, to a most splendid fortune. Interspers'd with several humorous stories. The whole containing a great variety of adventures, equally instructive and diverting. Vol. I.			2			1770	[1770?]	Dublin		Dublin: printed by James Hoey, Senior, at the Sign of Mercury in Skinner-Row.	['James Hoey', 'Hoey, James']			Duodecimo		['Translation of: La mouche, ou Les aventures de M. Bigand, published anonymously.  By the Chevalier de Mouhy.  Cf. Barbier, A.A.  Ouvrages anonymes, v. 3, col. 369.']	The voice of the translator/editor wonders aloud how he can produce a work of imaginative fiction in a discursive environment in which readers privilege ""found,"" ""real"" texts: ""Were I to assure my readers, that the manuscript from whence this work was taken, was found at Rome in a wainscot box, under the foundation of a house, they would cry out; this author is an admirable fellow! Every thing, that he undertakes has somewhat of the marvellous belonging to it [Here, suggests that readers can identify what is ""marvellous"" or what we might now call fictional--a bit larger than life, yet believably real--but do not fully recognize the work as fiction because of prefatory legitimacy claims]. In this Rome opens her bosom to him, and discovers all her treasures; in his Paysanne Parvenue* [Footnote: *A celebrate Novel of the same Author's, that has been miserably murder'd, under the Title of the Fortunate Country Maid.], a Marchioness of the first rank, intrusts him with her secrets; and in his Mentor a-la-Mode, he entertains us with analogies, which have never been though on by any body but himself: And, the first opportunity, he will palm upon us, with the same confidence, some new flights of his imagination, and will give us to understand, that they are to have the greater regard paid to them, on account of some such mystery miraculously brought to light. Such are the censures I must expect from them [who is ""them""? readers? critics?]: What, then, must I do in this cafe? I cannot compel them to believe me; nothing is more free than thought; and were I in their stead, perhaps, I should say more. The publick are to be our judge; and, to pass sentence on all the works of nature: Were I desirous of pre-possessing them in my favour, I would here make an encomium upon their equity; but what would this avail me? I should acquaint them with nothing new, and they would not be a jot the less severe in their criticisms. As for falling upon my knees and asking their pardon, in a preface, as a learned man* [Footnote: *Monsieur Boileau.] says upon this head, I am their very humble servant; and renounce their favour, at this mortifying price. But let us leave vain reflections; frequently arising from the pleasure of talking of one's self; which is a vanity common to almost all authors: let us endeavour not to imitate them, and return to our subject.""								['']	['First-person']	['Letters']				Author (text)	Proper name	Male	Unknown	['Mixed Genre']		['Preface']		University of Pennsylvania	AFD	Swarthmore College
341350	02306cam a2200469 a 4500	Young Gentleman of Oxford		by a young gentleman of Oxford : in two volumes.	The cautious lover, or The history of Lord Woburn / by a young gentleman of Oxford : in two volumes.	The cautious lover: or, the history of Lord Woburn. By a young gentleman of Oxford. In two volumes. Vol. I.	The cautious lover. Vol. I.		2			1773	MDCCLXXIII.	Dublin	['Williams, James']	Dublin: Printed for James Williams, at no. 5. in Skinner-Row.				Duodecimo		['Vol. I and vol. II bound together']									['']	['Epistolary']				true	Author (text)	Generic/Descriptive	Male	Unknown			['Lover', 'History', 'Lord', 'Gentleman', 'Volume']	['Oxford']	University of Pennsylvania	AFD	Swarthmore College
341351	02518cam a2200529 a 4500	Pratt	1749-1814.		Charles and Charlotte : in two volumes.	Charles and Charlotte. In two volumes. Vol. I.	Charles and Charlotte. Vol. I.		2			1777	M DCC LXXVII.	London		Printed for William Lane, Leadenhall-Street.				Octavo	Ill.	['An epistolary novel.']		true							['Eloisa', 'Pope']	['Epistolary']									['Epistolary fiction']		['Volume']		University of Pennsylvania	AFD	
341353	03852cam a2200625   4500	Burney, Fanny	1752-1840.	By the author of Evelina.	Cecilia, or, Memoirs of an heiress. By the author of Evelina.	Cecilia, or memoirs of an heiress. By the author of Evelina. In five volumes. Vol. I.			5			1782	MDCCLXXXII.	London	['T. Payne and Son', 'T. Payne and Son and T. Cadell', 'Payne, Thomas', 'Cadell, T. (Thomas)']	Printed for T. Payne and son at the Mews-Gate, and T. Cadell in the Strand.				Duodecimo		['Chapters have titles.']			""The indulgence shewn by the public to Evelina, which, unpatronized, unaided, and unowned, past through four editions in one year, has encouraged its author to risk this second attempt...""						['']	['Third-person']			true		Author (text)	Generic/Descriptive	Indeterminate	Female		['Evelina']	['Memoir', 'Heiress', 'Author', 'Volume']		University of Pennsylvania	MJR	
341354	03617cam a2200613 a 4500	Burney, Fanny	1752-1840.	by the author of Evelina.	Cecilia, or, Memoirs of an heiress / by the author of Evelina.	Cecilia, or memoirs of an heiress. By the author of Evelina. The second edition. In five volumes. Vol. I.			5	The second edition.	Second edition	1783	MDCCLXXXIII.	London		Printed for T. Payne and Son at the Mews-Gate, and T. Cadell in the Strand.				Duodecimo		['The author of Evelina is Fanny Burney.']			Explains how the success of previous publication (success is qualified by number of editions produced) encouraged a second production (e.g. ""The indulgence shewn by the public to Evelina, which...past through four editions in one year, has encouraged its author to risk this second attempt."")						['']	['First-person']			true		Author (text)		Indeterminate	Female			['Memoir', 'Heiress', 'Author', 'Evelina', 'Edition', 'Volume']		University of Pennsylvania	AFD	
341355	02642cam a2200541 a 4500				Charles, or, The history of a young baronet and a lady of quality : a novel, in two volumes.		Charles.  A novel.  Vol. I.		2			1779	MDCCLXXIX.	London		Printed for J. Bew, in Pater-Noster-Row.				Duodecimo		['Vol. 1: [4], 214, [2] p.; v. 2: [4], 230, [2] p.']									['']	['Epistolary']									['Epistolary fiction']		['History', 'Baronet', 'Lady', 'Quality', 'Novel', 'Volume']		University of Pennsylvania	NA	
341358	02905cam a2200589 a 4500	Thistlethwaite, James	b. 1751.	by Mr. Thistlethwaite : in two volumes.	The child of misfortune, or, The history of Mrs. Gilbert / by Mr. Thistlethwaite : in two volumes.	The child of misfortune; or, the history of Mrs. Gilbert. By Mr. Thistlethwaite. In two volumes. Vol. I.			2			1777	M DCC LXXVII.	London		Printed for John Murray, no 32, opposite St. Dunstan\\\'s Church, Fleet-Street.				Octavo		['Novel.']									['']	['Third-person']	['First-person']		true		Author (text)		Male	Male			['Child', 'Misfortune', 'History', 'Mrs.', 'Mr.', 'Volume']		University of Pennsylvania	AFD	
341360	03679cam a2200577 a 4500	Gueullette, Thomas-Simon	1683-1766.	related by himself, to divert the sultana upon the celebration of her nuptials ; written in French by M. Gueulette ; translated by the Rev. Mr. Stackhouse.	Chinese tales, or, The wonderful adventures of the Mandarin Fum-Hoam / related by himself, to divert the sultana upon the celebration of her nuptials ; written in French by M. Gueulette ; translated by the Rev. Mr. Stackhouse.	Chinese tales; or, the wonderful adventures of the Mandarin Fum-Hoam: related by himself, to divert the sultana, upon the celebration of her nuptials. Written in French by M. Gueulette. Translated by the Rev. Mr. Stackhouse.			1			1781	M DCCLXXXI.	London		Printed for Harrison and Co. no. 18, Paternoster-Row.					ill. ;	['Translation of: Les avantures merveilleuses du mandarin Fum-Hoam.']	Relates theories of transmigration through a quoted letter written by and for fictive characters in the narrative of the work proper						true		['']	['Third-person']					Author (text)		Male				['Tale', 'Adventure', 'Mandarin', 'Sultana', 'Celebration', 'Nuptial', 'French', 'Rev.', 'Mr.']		University of Pennsylvania	AFD	
341364	07444cam a2200889 a 4500	Johnstone, Charles	1719?-1800?	by an adept.	Chrysal, or, The adventures of a guinea : wherein are exhibited views of several striking scenes, with curious and interesting anecdotes of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany and Portugal / by an adept.	Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes: with curious and interesting anecdotes of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany and Portugal. By an adept. Vol. I.			4			1775	M DCC LXXV.	London	['J. Watson, M. Pearce, S. Lewis, G. Longman, and W. Crowder', 'J. Watson', 'M. Pearce', 'S. Lewis', 'G. Longman', 'W. Crowder']	Printed for J. Watson, M. Pearce, S. Lewis, G. Longman and W. Crowder,				Octavo		['Novel.']	""...the loss in now irreparable, and has reduced the work to the appearance of a novel or romance, almost the whole philosophical part having been erased..."	Begins, ""The publisher of these papers is sensible, that...""	""The very favourable reception, which the former edition of this work...met with from the public, has encouraged the editor to use every possible means, for the recovery of the rest of the manuscript."				true		['', 'Shakespeare']	['First-person']			true	true	Author (text)	Generic/Descriptive	Indeterminate	Male			['Adventure', 'Guinea', 'View', 'Scene', 'Anecdote', 'Person', 'Rank', 'Life', 'Hand', 'It', 'Adept']	['America', 'England', 'Holland', 'Germany', 'Portugal']	University of Pennsylvania	MJR	
