id	type	x	b	v
341672	Introduction	"['Describes motivation behind and reasoning for writing such a tale (e.g. """"The only method that seemed left, was to turn them as it were against themselves, by leading this youth to virtue in the road of entertainment; to insinuate a taste for learning, and the love of goodness, by exhibiting those respectable forms in lights the most familiar and attractive; in short, by arraying wisdom in the robes of fancy""""); implies this was written for children""']"	['Introduction.']	
341673	Preface	['First sentence: Though it is almost established into a custom, I shall not begin my preface by reminding the town that it swarms with novels, as I apprehend it would be to my advantage that it should forget it does so; but if it is not sufficiently defective in memory to do me that favour, it might, possibly, be somewhat to my credit if I could be supposed to have forgotten that circumstance myself.', 'Unsigned']	['The preface.']	['v.1']
341675	Dedication	"['Poem', 'Signed """"J. Langhorne. London, Nov. 10, 1764.""']"	['To George Colman, Esq;']	['v.1']
341675	Advertisement	"['First sentence reads: As this volume may, possibly, fall into the hands of some who are unacquainted with the story of Theodosius and Constantia, it is thought necessary to print it here as related by the Spectator, N. 164.', 'Tells story of Theodosius and Constantia who fall in love but are to be separated. Ends with their death, where their tombs were inscribed with the words: """"Here lie the bodies of Father Francis and Sister Constance. They were lovely in their lives, and in their deaths they were not divided.""']"	['Advertisement.']	['v.1']
341675	Dedication	"[""To the right Reverend William Lord Bishop of Gloucester, the following letters are inscribed by his Lordship\\'s most obedient humble servant John Langhorne."", 'Succient form in contrast to poetry of the dedication in v.1']"		['v.2']
341675	Advertisement	"['First sentence reads: The following letters are supposed to be those which are said to be still extant in the nunnery where Constantia resided.', 'Signed """"J. L. London, 1762.""']"	['Advertisement.']	['v.2']
341679	To the reader	"['Signed by the publisher, Richard Sympson, who claims that Mr. Gulliver is his """"ancient and intimate friend.""""', 'Apocryphal allographic""']"	['The publisher to the reader.']	['v.1']
341679	Letter	['Actorial']	['A letter from Captain Gulliver, to his cousin Sympson.']	['v.1']
341679	Table of contents	['Brief description appends each chapter heading']	['The contents of a Voyage to Lilliput.']	['v.1']
341679	Table of contents	['Brief description appends each chapter heading']	['The contents of a Voyage to Brobdingnag.']	['v.1']
341679	Table of contents	['Brief description appends each chapter heading']	['The contents of a Voyage to Laputa, &c.']	['v.2']
341679	Table of contents	['Brief description appends each chapter heading']	['The contents of a Voyage to the Country of the Houyhnhnms.']	['v.2']
341680	To the reader	"['Signed by the publisher, Richard Sympson, who claims that Mr. Gulliver is his """"ancient and intimate friend.""""', 'Apocryphal allographic""']"	['The publisher to the reader.']	['v.1']
341680	Letter	['Actorial']	['A letter from Captain Gulliver, to his cousin Sympson.']	['v.1']
341680	Table of contents	['Brief description appends each chapter heading']	['The contents of a Voyage to Lilliput.']	['v.1']
341680	Table of contents	['Brief description appends each chapter heading']	['The contents of a Voyage to Brobdingnag.']	['v.1']
341680	Table of contents	['Brief description appends each chapter heading']	['The contents of a Voyage to Laputa, &c.']	['v.2']
341680	Table of contents	['Brief description appends each chapter heading']	['The contents of a Voyage to the Country of the Houyhnhnms.']	['v.2']
341681	Copyright statement		"[""Entered at Stationer\\'s Hall.""]"	
341681	Preface	"['Confronts and complicates popular conceptions of truth and perhaps even the budding concept of """"realism"""" (e.g. """"Things are not less real, because fancy colours them, and this journey is not the less true, because the imagination has had a share in it"""")', 'Talks directly (and jokingly?) with critics (e.g. """"But if the Monthly and Critical Reveiwers will be so kind as to help the traveller in the sale of this journey, I promise Mess. Griffiths and Hamilton, the first time I come to London, to treat them with a good bottle of burgundy."""")""']"	['Preface.']	
341681	Table of contents	['Brief description appends each chapter heading']	['Contents.']	
341686	Dedication	"['Signed """"L. Sterne.""""']"	['To the right honourable Mr. Pitt.']	"['v.1""']"
341690	Footnotes	['Several footnotes throughout']		
341691	Dedication		['To Lady Miller, of Bath-Easton Villa']	['v.1']
341691	Preface	"['Discusses function of titles (e.g. """"A work which is in the world, under the title of the Pupil of Pleasure, exemplified that part of a late celebrated system, which led immediately to voluptuousness, hypocrisy, and seduction. It was, therefore, a faint mark of literary ridicule. The peculiar success of my undertaking, and the general esteem it stll maintains...convince me, that I did not write in vain."""")', 'Discusses how the novel can be based upon a """"system of truth"""" and how this work attempts to engage in that system (e.g. """"But, methinks, something very essential yet remains to be done. There is a much better, as well as a much more brilliant, system still to be illustrated; the system of integrity and TRUTH. This is attempted in the present performance, where the reader will see, in contrast to the Pupil of Pleasure, a character of a very different colouring figure before him."""")', 'Discusses the characters and scenes of this work and compares them to the previously published """"Pupil of Pleasure""""; views this work as an improvement upon """"Pupil""']"	['Preface.']	['v.1']
