id	leader	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
276046	03066cam a2200541 a 4500	eng	West	1758-1852.	by the author of ""The loyalists,"" &c."	Alicia de Lacy : an historical romance / by the author of ""The loyalists,"" &c."	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c.	Alicia de Lacy; an historical romance. Vol. I.		4			1814	1814.	London		Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row				Duodecimo		['First ed. Cf. Block, p. 250.']	Untitled								['']	['Third-person']					Author (text)		Indeterminate"		["Publishers' advertisements"]		['romance', 'author', 'loyalists']		University of Pennsylvania		
276061	02712mam a2200469 a 4500	eng	Scott, Walter	1771-1832.	By the author of ""Waverley, Kenilworth,"" &c. In three volumes."	Peveril of the Peak / By the author of ""Waverley, Kenilworth,"" &c. In three volumes."	Peveril of the peak. By the author of ""Waverly, Kenilworth,"" &c. In three volumes. Vol. I			3			1823	1823.	Philadelphia		H.C. Carey & I. Lea -- Chesnut Street, and				Duodecimo									true		['']	['Third-person']					Author (text)	Reference to other works	Indeterminate"				['letter']	['York', 'Fairy-lodge', 'Kennaquhair']	University of Pennsylvania		
276063	02769cam a2200505 i 4500	eng	Edgeworth, Maria	1767-1849.	by Maria Edgeworth.	Patronage / by Maria Edgeworth.	Patronage. By Maria Edgeworth, author of ""Tales of a fashionable life,"" ""Belinda,"" ""Leonora,"" &c. In four volumes. Vol. I.			4			1814	1814.	London	['J. Johnson and co.', 'J. Johnson and co.']	Printed for J. Johnson and co. St. Paul\\\'s church-yard.				Duodecimo						true					['']	['Third-person']			true		Author (text)		Female				['reader']		University of Pennsylvania		
276069	02710cam a2200565 i 4500	eng				National tales.	National tales. Vol. II.			2			1825	1825.	New York		Published by A.P. Houston, William-St. ; Thomas Desilver, Market-St., Philadelphia; and Southwick, Jr., State-St., Albany.				Duodecimo		['Preface of v.2 signed: George Houston.']	true						true		['']	['Third-person']	['First-person']		true								['preface']		University of Pennsylvania		
276072	03491mam a2200541 a 4500	eng	Brackenridge, H. H	1748-1816.	By H. H. Brackenridge, ... With the last corrections and additions of the author. ...	Modern chivalry : containing the adventures of a captain and     Teague O\\\'Regan, his servant / By H. H. Brackenridge, ... With the last corrections and additions of the author. ...	Modern chivalry: containing the adventures of a captain and Teague O'Regan, his servant. By H. H. Brackenridge, late a judge of the Supreme Court of Pennsylvania. With the last corrections and additions of the author. Vol. I.			2			1819	1819.	Pittsburgh		R. Patterson & Lambdin,				Duodecimo		['Newspaper clippings pasted in, sometimes coupled with inscriptions']			true		true				['']	['Third-person']			true		Author (text)	Proper name	Male				['chivalry', 'adventure', 'captain', 'servant', 'judge', 'Court', 'correction', 'addition']	['Pennsylvania']	University of Pennsylvania		
276075	02972cam a2200541 i 4500	eng	Meeke, Mary	d. 1818.	by Mrs. Meeke.	Midnight weddings : a novel / by Mrs. Meeke.	Midnight weddings. A novel. In three volumes.	Midnight weddings. A novel.		3	2nd edition	Second edition.	1814	1814.	London		Printed at the Minerva Press for A.K. Newman and Co.  Leadenhall-Street.				Duodecimo											['']	['Third-person']			true		Author (text)		Female		['Fiction']		['midnight', 'wedding', 'novel']		University of Pennsylvania		
276087	03148cam a2200601 a 4500	ger	Grosse, Carl	1768-1847.	from the German of the Marquis of Grosse by P. Will : in four volumes.	Horrid mysteries : a story / from the German of the Marquis of Grosse by P. Will : in four volumes.	Horrid mysteries. A story. From the German of the Marquis of Grosse. By P. Will. In four volumes. Vol. I.	Horrid mysteries.		4			1796	1796.	London		Printed for William Lane, at the Minerva-Press, Leadenhall-street.				Duodecimo		['Translation of: Memoiren des Marquis von G***.']	true								['']	['First-person']					Translator (text)		Indeterminate				['mystery']		University of Pennsylvania		
276092	02761cam a2200505 i 4500	eng	Roberts	d. 1813.	by the late Mrs. Roberts ... interspersed with poetry and preceded by a character of the author by Mrs. Opie.	Duty : a novel / by the late Mrs. Roberts ... interspersed with poetry and preceded by a character of the author by Mrs. Opie.	Duty, a novel, by the late Mrs. Roberts, author of "" Rose and Emily:"" Interspersed with poetry and preceded by a character of the author by (Mrs. Opie). In three volumes.			3			1814	1814.	London		Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row.				Duodecimo									true		['']	['Third-person']					Author (text)		Female"				['character', 'author']		University of Pennsylvania		
276093	02945cam a2200565 i 4500	eng	Murray, Hugh	1779-1846.	by the author of the Swiss emigrants.	Corasmin, or, The minister : a romance / by the author of the Swiss emigrants.	Corasmin, or, the minister; A romance. In three volumes. By the author of the Swiss emigrants. Volume I.	Corasmin.		2	2nd ed.	Second edition.	1814	1814.	London	['Longman, Hurst, Rees, Orme, and Brown']	Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster Row.	['Walker and Greig']						true								['']	['Epistolary', 'Third-person']			true		Author (text)	Reference to other works	Indeterminate"				['advertisement']		University of Pennsylvania		
276097	03045cam a2200541 i 4500	eng	Hanway, Mary Ann		by Mrs. Hanway.	Christabelle, the maid of Rouen : a novel founded on facts / by Mrs. Hanway.	Christabelle, the maid of Rouen. A novel, founded on facts. By Mrs. Hanway, author of ""Ellinor,"" ""Andrew Stuart,"" and ""Falconbridge Abbey.""	Christabelle, the maid of Rouen.		4			1814	1814.	London	['Longman, Hurst, Rees, Orme, and Brown']	Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row.				Duodecimo			true	true							['']	['Third-person']			true		Author (text)	Reference to other works	Female"				['highness', 'Duke']	['Sussex']	University of Pennsylvania		
276103	01854cam a2200373 i 4500	eng				Bannockburn : a novel : being a sequel to The Scottish Chiefs by Miss Jane Porter.	Bannockburn; a novel: being a sequel to the Scottish chiefs by (Miss Jane Porter). In two volumes. Vol.I.	Bannockburn.		2			1822	1822.	Philadelphia		Published by Edwin T. Scott; No. 61, N. Eighth Street.				Duodecimo											['']	['Third-person']				true							['novel', 'sequel', 'chief']	['Bannockburn']	University of Pennsylvania		
276105	04236cam a2200529 a 4500	dut	Cambon		translated from the Dutch of Madame de Cambon, with additions and improvements : in two volumes.	Young Grandison : a series of letters from young persons to their friends / translated from the Dutch of Madame de Cambon, with additions and improvements : in two volumes.	Young Grandison. A series of letters from young persons to their friends. Translated from the Dutch of Madame de Cambon. With alterations and improvements. In two volumes. Vol. I.			2			1790	M,DCC,XC.	Dublin		Printed by William Jones, no. 86, Dame-street.	['Jones, William']			Duodecimo		['Translation of: Kleine Grandisson.']			A brief reflection on how and why alteration in translation was made for the sake of the work as a ""production...intended for the instruction of youth, without aiming at the graces of higher compositions""--which ""should be as free from errors as possible"" and should, ""above all,"" be rid of ""narrow prejudices"" which would be ""retained"" only ""to cramp the understanding, or make it submit to any other authority than that of reason.""				true		['']	['Epistolary']	['Dramatic dialogue']				Author (text)	Proper name	Female				['Series', 'Person', 'Friend', 'Alteration', 'Improvement', 'Volume']		University of Pennsylvania	AFD	Swarthmore College
276109	03762cam a2200673 i 4500	eng	Burney, Fanny	1752-1840.	by the author of Evelina, Cecilia, and Camilla.	The wanderer, or, Female difficulties / by the author of Evelina, Cecilia, and Camilla.	The wanderer; or, female difficulties. By the author of Evelina; Cecilia; and Camilla. In five volumes. Vol. I.	The wanderer. Vol. I		5	First edition.	First edition.	1814	1814.	London		Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row.				Duodecimo				true							['']	['Third-person']					Author (text)	Reference to other works	Indeterminate				['correspondent', 'institute']	['France']	University of Pennsylvania		
276110	02764cam a2200541 i 4500	eng	Burney, Fanny	1752-1840.	by Madame d\\\'Arblay, author of Evelina, Cecilia, and Camilla.	The wanderer, or, Female difficulties / by Madame d\\\'Arblay, author of Evelina, Cecilia, and Camilla.	The wanderer, or, female difficulties. By Madame d'Arblay, author of Evelina; Cecilia; and Camilla. Three volumes. Vol. I			3			1814	1814.	New York		Published by Eastburn, Kirk and Co. At the Literary Rooms, corner of Wall and Nassau-Streets,				Duodecimo				true							['']	['Third-person']					Author (text)	Reference to other works	Female				['correspondent', 'institute']	['France']	University of Pennsylvania		
276114	03276cam a2200673 i 4500	eng	Porter, Anna Maria	1780-1832.	by Miss Anna Maria Porter.	The recluse of Norway / by Miss Anna Maria Porter.	The recluse of Norway by Miss Anna Maria Porter. In four volumes. Vol. I. 	The recluse of Norway. Vol. II 		4			1814	1814.	London	['Longman, Hurst, Rees, Orme, and Brown']	Longman, Hurst, Rees, Orme, and Brown, Paternoster Row.				Duodecimo			true	true					true		['']	['Third-person']			true		Author (text)		Female				['author', 'fortnight', 'ramble to the', 'lakes,']	['Norway']	University of Pennsylvania		
276142	06981cam a2200889 i 4500	eng	Burney, Sarah Harriet	1772-1844.	by S. H. Burney. ...	Tales of fancy / by S. H. Burney. ...	Tales of fancy, by S.H. Burney. Author of 'Clarentine,' 'Geraldine Fauconberg,' and 'Traits of nature. ' The shipwreck.	Tales of fancy, by S.H. Burney. Vol. I Containing the shipwreck		3	2nd edition.	Second edition.	1816	1816.	London	['Henry Colburn & Co.', 'Henry Colburn & Co.']	Printed for Henry Colburn, Public Library, Conduit Street, Hanover Square.				Duodecimo				true							['']	['Third-person']	['Letter(s)']				Author (text)		Indeterminate		['Fiction']		['dedication']	['Hesse Hombourg']	University of Pennsylvania		
276148	03910cam a2200565 i 4500	eng	Hawkins, Laetitia Matilda	1760-1835.	by Laetitia-Matilda Hawkins.	Rosanne, or, A father\\\'s labour lost / by Laetitia-Matilda Hawkins.	Rosanne; or, a father's labour lost. In three volumes. By Laetitia-Matilda Hawkins. Volume I.	Rosanne. Vol. II.		3			1814	1814.	London		Printed for F.C. and J. Rivington, No. 62, St. Paul\\\'s Church-Yard				Octavo				true	true				true		['']										['Fiction']				University of Pennsylvania		
276150	01869cam a2200445 i 4500	eng	Weston, Anna Maria		by Anna Maria Weston.	Pleasure and pain, or The fate of Ellen : a novel / by Anna Maria Weston.	Pleasure and pain, or the fate of Ellen; A novel. In three volumes. Anna Maria Weston. Vol. I.			3			1814	1814.	London		Printed for Thomas Tegg, No. 111, Cheapside.				Duodecimo											['']	['Third-person']	['Poem(s)']				Author (text)	Anna Maria Weston	Female				['pleasure', 'pain', 'fate', 'novel']		University of Pennsylvania		
276155	03719cam a2200625 i 4500	eng	Battersby, John		By John Battersby.	Tell-tale sophas : an eclectic fable in three volumes : Founded on anecdotes, foreign and domestic / By John Battersby.	Tell-tale sophas, an eclectic fable, in three volumes. Founded on anecdotes, foreign and domestic. By John Battersby. Volume the second.			3			1814	1814.	London		Printed by D.N. Shury, and sold by J. Wallis, 77, Berwick-Street, Soho.	['D. N. Shury', 'Shury, Daniel Nathan']	['J. Wallis', 'Wallis, John,']		Duodecimo									true		['']	['First-person', 'Third-person']			true	true	Author (text)		Male				['Erratum']		University of Pennsylvania		
279595	04385cam a2200589 i 4500	eng	Bird, Robert Montgomery	1806-1854.	A tale of Kentucky ; in two volumes.	Nick of the woods, or the jibbenainosay / A tale of Kentucky ; in two volumes.	Nick of the woods, or the jibbenainosay. A tale of Kentucky. By the author of ""calavar,"" ""the infidel,"" &c. [Epigraph.] In two volumes. Vol. I.			2		First edition	1837	1837.	Philadelphia		Carey, Lea & Blanchard.				Duodecimo		['First ed. BAL 1160. [By Library Company]']	""A peculiarly romantic interest has ever been attached to the name and history of Kentucky,--the first region of the great ultramontane Wilderness penetrated by the Saggenah, or Englishman,--the first torn from its aboriginal possessors, and converted from a desert hunting-ground into the home of civilized men.""						true		['', 'Thomson.']	['Third-person']					Author (text)	Reference to other works	Indeterminate	Indeterminate		['Calavar', 'The infidel']	['Volume', 'Woods', 'Jibbenainosay', 'Tale', 'Author']	['Kentucky']	Library Company	BE	Swarthmore College
