id	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition trans	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution
341659	eng	Graves, Richard,	1715-1804.		The spiritual Quixote, or, The summer\'s ramble of Mr. Geoffry Wildgoose : a comic romance : in three volumes.	The spiritual Quixote: or, the summer\'s ramble of Mr. Geoffry Wildgoose. A comic romance. In three volumes. [Epigraphs.] Vol. I.			3		1773	MDCCLXXIII.	London		Printed for J. Dodsley, Pall-Mall,				Duodecimo	Ill.	"Published anonymously. By Richard Graves. | Spine (not original binding) displays author\'s name """"Graves,"""" although there is no mention in the text of the author\'s name."""	"Describes, in the first-person, how the editor came to possess the manuscript of this narrative, and includes the """"rough draft"""" of the author\'s preface, as well as, """"in a blank leaf, next to the title-page...an odd instance of the author\'s peculiar turn: for there he had written this whimsical parody upon Shakespeare\'s epitaph..."""	Signed with two symbols of interlocking C\'s.	Written in first-person by the editor.		"Appears to have been written by the """"true"""" author (not the """"editor"""") of the narrative."		true	Explanatory footnotes	 | Young.	Third-person	First-person		true		Editor (text)	Generic/Descriptive	Indeterminate	Male			Summer | Ramble | Mr. | Romance | Volume		University of Pennsylvania
341662	eng	Penn, James,	1727-1800.	by James Penn.	The Surry cottage / by James Penn.	The Surry cottage. By James Penn, vicar of Clavering cum Langley, Essex; chaplain to the Right Hon. Earl Gower, and lecturer of St. Ann\'s, Aldersgate.			1		1779	MDCCLXXIX.	London		Printed for and sold by the author in Wilderness Row, Goswell Street, and Mr. Bladon in Paternoster-Row.						Price marked as 2s. 6d. unbound and 3s. bound				true						First-person					Author (text)		Male	Male			Cottage | Vicar | Chaplain | Lecturer	Surry | Clavering cum Langley | Essex | St. Ann\'s | Aldersgate	University of Pennsylvania
341663	eng				Sutton-Abbey : a novel, in a series of letters : founded on facts.	Sutton-Abbey. A novel. In a series of letters, founded on facts.			1		1780	MDCCLXXX.	Dublin :		Printed by James Williams, for the Company of Booksellers.				Duodecimo				"Running title reads """"Dedication""""."							 | Carter.	Epistolary			true	true	Author (paratext)	Generic/Descriptive	Female	Unknown			Sutton-Abbey | Abbey | Novel | Series | Letter | Fact	Sutton | Sutton-Abbey	University of Pennsylvania
341666	eng	Devonshire, Georgiana Spencer Cavendish,	1757-1806.		The sylph : a novel. In two volumes.	The sylph; a novel. In two volumes. The second edition. Vol. I.			2	The second edition.	1779	M.DCC.LXXIX.	London		Printed for T. Lowndes, no. 77, Fleet-Street.						Anonymous. By Georgiana Cavendish, duchess of Devonshire. cf. Halkett & Laing. | Bookseller\'s advertisements: vol. 1, p. [1]-[4] at end ; vol. 2, p. [1]-[14] at end.									Rape of the Lock | Pope	Epistolary									Fiction | Mixed genre		Sylph | Novel | Volume | Edition		University of Pennsylvania
341667	eng	Swift, Jonathan,	1667-1745.	by W. Wotton, B.D. and others	A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the ancient and modern books in St. James\'s Library : with the author\'s apology and explanatory notes / by W. Wotton, B.D. and others	A tale of a tub. Written for the universal improvement of mankind. Diu multumque desideratum. To which is added, an account of a battle between the ancient and modern books in St. James\'s Library. With the author\'s apology; and explanatory notes, by W. Wotton, B. D. and others.	A full and true account, of the battle fought last friday, between the ancient and the modern books in St. James\'s Library.		1		1781	MDCCLXXXI.	Paris		Printed by Didot Senior. Sold by Pissot, Barrois junior, booksellers. Quai des Augustins.				Duodecimo		"""""A full and true account of the battle fought last Friday between the ancient and the modern books in St.James\'s Library"""": p. [231]-280."" | """"A discourse concerning the mechanical operation of the spirit"""": p.[281]-315."" | The bookseller\'s names are bracketed together."	Describes the origins and reasons for writing a tale about a tub	"States that reason for dedication is to promote sales (e.g. """"I do not fear the sale of the book, at all the worse, upon that score. Your lordship\'s name on the front in capital letters will at any time get off one edition."""")"	"For section entitled """"A discourse concerning..."""	Apparently editorial voice describes acquisition of papers and author\'s ignorance of their publication			true		Lib. I. C. 18. | Iren.	Third-person	First-person			true							Tale | Tub | Improvement | Mankind | Account | Battle | Book | Library | Author | Apology | Note | Other	St. James\'s Library	University of Pennsylvania
341668	eng	Swift, Jonathan,	1667-1745.	By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world  / By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world; by Lemuel Gulliver, first a surgeon, and then a captain of several ships. In four parts. Part I. A voyage to Lilliput. Part II. A voyage to Brobdingnag. Vol. I.			2		1770	M,DCC,LXX	Edinburgh		Printed by David Willison, sold by the Booksellers in Town.				Duodecimo		"Both volumes are bound together | Under each chapter heading, a short paragraph summarizing the contents of the chapter | After table of contents in volume 2, blank leaf | Title on the spine reads, """"Gulliver\'s Travels"""				"Signed by the publisher, Richard Simpson, who claims that Mr. Gulliver is his """"ancient and intimate friend."""""			true	"Separated from text by horizontal line, which comment upon the narrative text and on the character Gulliver and are signed either """"Hawkes"""" or """"Orrery"""		First-person			true		Author (paratext)	Proper name	Male	Male			Travel | Nation | World | Surgeon | Captain | Ship | Part | Part | Voyage | Part | Voyage | Volume | Travel | Nation | World | Surgeon | Captain | Ship | Part | Part | Voyage | Part | Voyage | Country | Volume	Lilliput | Brobdingnag | Laputa | Balnibarbi | Luggnagg | Glubbdubdrib | Japan	University of Pennsylvania
341670	eng	Swift, Jonathan,	1667-1745.	By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	Travels into remote nations of the world  / By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	Travels into remote nations of the world. By Lemuel Gulliver, first a surgeon and then a captain of several ships.			1		1771	1771	[London]						Octavo		Containing parts 1 and 2 only of the whole work. | Printed with 4 other sections (Baucis and Philemon.--A letter to a young lady.--Verses on the death of Dr. Swift.--Mary the cook-maid\'s letter to Dr. Sheridan) before Travels into several remote nations of the world but no indication on the t.p. | Issued in 37 parts. No more published?.				First sentence reads: The author of these travels, Mr. Lemuel Gulliver, is my antient and intimate friend; there is lifewise some relation between us on the mother\'s side.				Footnotes in astericks for Baucis and Philemon.--A letter to a young lady.--Verses on the death of Dr. Swift.					true		Author (text)	Proper name	Male	Male			Travel | Nation | World | Surgeon | Captain | Ship		University of Pennsylvania
341672	eng	Fordyce, David,	1711-1751.	Published by James Fordyce ...	The temple of virtue : a dream / Published by James Fordyce ...	The temple of virtue, a dream. Published by James Fordyce, D.D. The second edition.			1	The second edition.	1775	MDCCLXXV.	London		Printed for T. Cadell in the Strand.						"Anonymous. By David Fordyce. """"Contains additional matter by James Fordyce.""""--D.N.B."" | With a half-title. | The dedication leaf reads: """"To Philip and Richard Hollingworth Esqrs. as affectionate friends of virtue this picture of her temple is inscribed by the editor"""". A variant has a cancelled dedication leaf reading: \'To Philip and Richard Holingworth Esqrs. as affectionate votaries of virtue this picture of her temple is inscribed by their faithful friend the editor""""."""	"Explains why this new edition was reprinted after several years (e.g. the publisher was """"incited...by the favourable report of some who have perused it with indulgence on account of its design"""")"""	true			"Describes motivation behind and reasoning for writing such a tale (e.g. """"The only method that seemed left, was to turn them as it were against themselves, by leading this youth to virtue in the road of entertainment; to insinuate a taste for learning, and the love of goodness, by exhibiting those respectable forms in lights the most familiar and attractive; in short, by arraying wisdom in the robes of fancy""""); implies this was written for children"""				 | Elihu.	First-person					Editor (text)		Male	Male			Virtue | Dream | Edition		University of Pennsylvania
341673	eng	Scott, Sarah,	1723-1795.		The test of filial duty : in a series of letters between Miss Emilia Leonard, and Miss Charlotte Arlington : a novel, in two volumes.	The test of filial duty. In a series of letters between Miss Emilia Leonard, and Miss Charlotte Arlington. A novel. In two volumes. Vol. I.			2		1772	MDCCLXXII.	Dublin		Printed for D. Chamberlaine, J. Potts, J. Mitchell, J. Williams, T. Walker, and C. Jenkin,				Duodecimo		Published anonymously. By Sarah Scott. Cf. Halkett & Laing (2nd ed.) | Top of preface and beginning of letters has printer\'s ornaments.	First sentence: Though it is almost established into a custom, I shall not begin my preface by reminding the town that it swarms with novels, as I apprehend it would be to my advantage that it should forget it does so; but if it is not sufficiently defective in memory to do me that favour, it might, possibly, be somewhat to my credit if I could be supposed to have forgotten that circumstance myself.									Epistolary			true	true	Author (text)	Generic/Descriptive	Indeterminate	Female			Test | Duty | Series | Letter | Miss | Novel | Volume		University of Pennsylvania
341675	eng	Langhorne, John,	1735-1779.		Letters between Theodosius and Constantia ... : now first published from the original manuscripts.	Letters between Theodosius and Constantia. Volume I. Containing those that passed from their first acquaintance to the departure of Theodosius. Now first published from the original manuscripts. [epigraph]. A new edition.			2	A new edition.	1770	MDCCLXX.	London :		Printed for T. Becket and P. A. Dehondt, at Tully\'s Head in the Strand.				Octavo	Ill. (frontispiece).	"An epistolary novel. | First edition of the whole correspondence in 2 volumes.  Vol. 1 originally published under the title: The correspondence of Theodosius and Constantia, from their first acquaintance to the departure of Theodosius.  Vol. 2 originally published under the title: Letters that passed between Theodosius and Constantia, after she had taken the veil. | Advertisement (verso) is a numbered list of books titled, """"Books written by Dr. Langhorne."""" Recto states """"Just published, in six volumes, 8 vo. Plutarch\'s lives, translated from the original Greek; with notes critical and historical, and a new life of Plutarch"" | Vol. 1: xxi, [3], [1]-152 p.; v. 2: [1]-200."		Poem	First sentence reads: As this volume may, possibly, fall into the hands of some who are unacquainted with the story of Theodosius and Constantia, it is thought necessary to print it here as related by the Spectator, N. 164.						 | Chaulieu	Epistolary					Author (paratext)	Proper name	Male	Male	Mixed genre		Letter | Volume | Acquaintance | Departure | Manuscript | Edition | Letter | Volume | She | Veil | Edition		University of Pennsylvania
341677	eng				Travels into France and Italy : in a series of letters to a lady : in two volumes.	Travels into France and Italy. In a series of letters to a lady. In two volumes. Vol. I.	Travels into France and Italy. In a series of letters to a lady. Vol. I.		2		1771	M.DCC.LXXI.	London		Printed for T. Becket and P. A. De Hondt, in the Strand.				Octavo		In vol. I, quotes lines from the tragedy of titus and Berenice in French, not in translation										Epistolary											Travel | Series | Letter | Lady | Volume | Volume | Travel | Series | Letter | Lady | Volume | Volume | Travel | Series | Letter | Lady | Volume | Travel | Series | Letter | Lady | Volume	France | Italy | France | Italy | France | Italy | France | Italy	University of Pennsylvania
