id	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
341364	Johnstone, Charles	1719?-1800?	by an adept.	Chrysal, or, The adventures of a guinea : wherein are exhibited views of several striking scenes, with curious and interesting anecdotes of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany and Portugal / by an adept.	Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes: with curious and interesting anecdotes of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany and Portugal. By an adept. Vol. I.			4			1775	M DCC LXXV.	London	['J. Watson, M. Pearce, S. Lewis, G. Longman, and W. Crowder', 'J. Watson', 'M. Pearce', 'S. Lewis', 'G. Longman', 'W. Crowder']	Printed for J. Watson, M. Pearce, S. Lewis, G. Longman and W. Crowder,				Octavo		['Novel.']	""...the loss in now irreparable, and has reduced the work to the appearance of a novel or romance, almost the whole philosophical part having been erased..."	Begins, ""The publisher of these papers is sensible, that...""	""The very favourable reception, which the former edition of this work...met with from the public, has encouraged the editor to use every possible means, for the recovery of the rest of the manuscript."				true		['', 'Shakespeare']	['First-person']			true	true	Author (text)	Generic/Descriptive	Indeterminate	Male			['Adventure', 'Guinea', 'View', 'Scene', 'Anecdote', 'Person', 'Rank', 'Life', 'Hand', 'It', 'Adept']	['America', 'England', 'Holland', 'Germany', 'Portugal']	University of Pennsylvania	MJR	
341366			selected and revised by Mrs. Griffith.	A Collection of novels / selected and revised by Mrs. Griffith.	A collection of novels, selected and revised by Mrs. Griffith. Vol. I.	Zayde: a Spanish history: written originally in French by Monsieur de Segrais.		3			1777	MDCCLXXVII.	London	['Kearsley, George', 'Kearsley, George']	Printed for G. Kearsly, at no. 46, in Fleet-Street; and the other proprietors.				Duodecimo	ill. ;	['Each volume has a different frontispiece.']	Running title reads ""Editor's preface.""				Introduction to, and description of, the novel Zayde and its place in the history of the novel				['']	['Third-person']	['First-person']		true	true	Editor (text)	Proper name	Female	Female			['Collection', 'Novel', 'Mrs.']	['Cleves']	University of Pennsylvania	MJR	
341367				Colonel Ormsby, or, The genuine history of an Irish nobleman, in the French service.	Colonel Ormsby; or the genuine history of an Irish nobleman, in the French service. Vol. I.	Colonel Ormsby; or the genuine history of an Irish nobleman.		2			1781	1781.	London	['Macgowan, John', 'Macgowan, John']	Printed for J. Macgowan, no. 27, Pater-noster-Row.				Duodecimo		['An epistolary novel.']									['', 'Dr. Watts.']	['Epistolary']			true	true					['Non-fiction']		['Colonel', 'History', 'Nobleman', 'Service']		University of Pennsylvania	MJR	
341368	Graves, Richard	1715-1804.	By the editor of the Spiritual Quixote.	Columella; or, The distressed anchoret. A colloquial tale. By the editor of the Spiritual Quixote.	Columella; or, the distressed anchoret. A colloquial tale. By the editor of the Spiritual Quixote. Vol. I.			2			1779	M.DCC.LXXIX.	London		Printed for J. Dodsley, Pall-Mall.				Duodecimo	ill. ;			""As the principal subject of the following narrative is a real fact, he begs that it may not be called a novel, or a romance, by the good doctor [Rev. Dr. Demure] and his friends; who, he knows, are professed enemies to that species of composition."							['L. iii. Ep. I.', 'Plin.']	['First-person']					Author (text)		Indeterminate	Male			['Anchoret', 'Tale', 'Editor', 'Spiritual Quixote']		University of Pennsylvania	AFD	
341370	Scarron	1610-1660.	translated by Oliver Goldsmith.	The comic romance of Monsieur Scarron / translated by Oliver Goldsmith.	The comic romance of Monsieur Scarron, translated by Oliver Goldsmith. In two volumes. Vol. I.			2			1775	1775.	London		Printed for W. Griffin, in Catharine Street, Strand.				Duodecimo		['Translation of: Le roman comique.']				Discusses nature of translation and Goldsmith's adaptation of French idioms into English ones			true		['']	['First-person']	['Third-person']				Translator (text)		Male	Male			['Romance', 'Monsieur', 'Volume']		University of Pennsylvania	AFD	
341371	Lawrence, Herbert			The life and adventures of common sense : an historical allegory.	The life and adventures of common sense: an historical allegory. Vol. I. The second edition.			2	The second edition.		1771	MDCCLXXI	London		Printed for J. Whiston, in Fleet-Street, and M. Lawrence, near Durham-Yard, in the Strand			Place of publication is not printed on title page with publication information, London as place of publication is from Penn Franklin Catalogue.	Octavo		['Novel.']		""The author having been asked by a friend, to what great personage he intended to dedicate his book? answered, to the public...""							['']	['First-person']	['Letters']		true		Author (text)	Generic/Descriptive	Male	Male					University of Pennsylvania	MJR	
341373	Lawrence, Herbert			The contemplative man; or, The history of Christopher Crab, esq., of North Wales ...	The contemplative man, or the history of Christopher Crab, Esq; of North Wales. Vol. I.			2			1771	1771.	London		J. Whiston, Fleet-Street.				Octavo					Describes the process of the publication of this text				true		['']	['Third-person']											['Man', 'History', 'Esq', 'Vol']	['North Wales']	University of Pennsylvania	AFD	
341374	Gunning	1740?-1800.	by the author of Barford-Abbey and The Cottage.	Coombe Wood : a novel in a series of letters / by the author of Barford-Abbey and The Cottage.				1			1783	M,DCC,LXXXIII.	Dublin	['W. Sleater, J. Potts, T. Walker, J. Beatty, J. Exshaw, R. Burton, J. Parker. P. Byrne, and T. Webb', 'Sleater, William', 'Potts, James', 'Walker, T.', 'Beatty, John', 'Exshaw, J. (John)', 'Burton, Robert', 'Parker, J. publisher', 'Byrne, Patrick', 'Webb, T. 18th cent']	Printed by T. Henshall, for W. Sleater, J. Potts, T. Walker, J. Beatty, J. Exshaw, R. Burton, J. Parker. P. Byrne, and T. Webb.	['Henshall, T. (Thomas)', 'Henshall, T. (Thomas)']			Duodecimo		['The author of Barford-Abbey and The cottage is Susannah Gunning.']									['']	['Epistolary']			true		Author (text)	Generic/Descriptive	Indeterminate	Female		['Barford-Abbey', 'The cottage']	['Wood', 'Series', 'Letter', 'Author']	['Coombe Wood']	University of Pennsylvania	MJR	
341376	Gunning	1740?-1800.	by the author of Barford-Abbey and The cottage.	Coombe Wood : a novel : in a series of letters / by the author of Barford-Abbey and The cottage.	Coombe Wood. A novel: in a series of letters. By the author of Barford-Abbey and The cottage. Vol. I.	Coombe Wood.		2			1783	MDCCLXXXIII.	London	['Baldwin, R. (Robert)', 'Baldwin, R. (Robert)']	Printed for R. Baldwin, Pater-noster Row.				Duodecimo		['The author of Barford-Abbey and The cottage is Susannah Gunning.']									['']	['Epistolary']				true	Author (text)	Generic/Descriptive	Indeterminate	Female		['Barford-Abbey', 'The cottage']	['Wood', 'Novel', 'Series', 'Letter', 'Author']	['Coombe Wood']	University of Pennsylvania	MJR	
341377				The Correspondents : an original novel : in a series of letters.	The correspondents, an original novel; in a series of letters. The third edition.	The correspondents, an original novel.		1	The third edition.		1775	M.DCC.LXXV.	Dublin		Printed by John Exshaw, in Dame-Street.						['Said to be based on correspondence of George, Lord Lyttelton and Mrs. Apphia Peach.  Cf. Davis, R. M. ""The correspondents,"" PMLA, v. 51, 1936."']				Describes unnamed correspondents whose letters constitute this work					['']	['Epistolary']			true								['Correspondent', 'Novel', 'Series', 'Letter', 'Edition']		University of Pennsylvania	AFD	
341378				The Correspondents : an original novel : in a series of letters.	Correspondents, an original novel; in a series of letters. A new edition.			1	A new edition.		1776	MDCCLXXVI.	London	['Becket, Thomas', 'Becket, Thomas']	Printed for T. Becket, corner of the Adelphi, in the Strand.				Duodecimo		['Said to be based on correspondance between George, Lord Lyttelton and Mrs. Apphia Peach.  Cf. Davis, R.M. ""The correspondents"" PMLA 51 1936."']									['']	['Epistolary']				true							['Correspondent', 'Novel', 'Series', 'Letter', 'Edition']		University of Pennsylvania	MJR	
341379				The Count de Rethel : an historical novel, taken from the French : in three volumes.	The Count de Rethel: an historical novel. Taken from the French. Dedicated (by permission) to the Lady Viscountess Hereford. In three volumes. Vol. I.			3			1779	MDCCLXXIX.	London		Printed for T. Hookham, at his circulating library, the corner of Hanover-Street, Hanover-Square.				Duodecimo		['Original French title cannot be identified; possibly originally written in English.']		true	Provides a brief biography of Raymund de Rethel and the history surrounding his life						['Zara.']	['Third-person']									['Fiction']		['Count', 'Novel', 'French', 'Permission', 'Lady', 'Viscountess', 'Volume']		University of Pennsylvania	AFD	
341380	Potter, John	fl. 1754-1804.	by John Potter ... : in two volumes.	The curate of Coventry : a tale / by John Potter ... : in two volumes.	The curate of Coventry: a tale. By John Potter, author of The history and adventures of Arthur O'Bradley. [Epigraph] In two volumes. Vol. I.	The curate of Coventry: a tale.		2			1771	M.DCC.LXXI.	London	['F. Newbery']	London: Printed for F. Newbery, the corner of St. Paul\\\'s Church-Yard.				Duodecimo									true	Footnote provides translation of Latin into English	['', 'Lucretius.']	['Third-person']	['First-person']				Author (text)	Proper name	Male	Male		["The history and adventures of Arthur O'Bradley"]	['Curate', 'Tale', 'Author', 'Volume', 'Volume']	['Coventry']	University of Pennsylvania	AFD	Swarthmore College
341381	Renwick, William	1740?-1814.	by William Renwick.	The genuine distresses of Damon and Celia in a series of letters between the late General Craufurd, Sir John Hussey Delaval, bart., Sir Francis Blake Delaval, K.B., and two unfortunate lovers / by William Renwick.	The genuine diestresses of Damon and Celia. In a series of letters between the late General Craufurd, Sir John Hussey Delaval, Bart. Sir Francis Blake Delaval, K. B. and two unfortunate lovers. By William Renwick. Vol. I.	The unfortunate lovers: or, the genuine diestresses of Damon and Celia. In two volumes.		2			1771	M DCC LXXI	Bath		Bath: printed by R. Cruttwell, for the author; and sold by Mr. Dodsley, Pall-Mall; Mr. Almon, Piccadilly; Mr. Griffin, Strand; Mr. F. Newbery, Ludgate-Street; and Messrs. Richardson and Urquhart, Royal Exchange, London.	['Cruttwell, R. (Richard)']	['Richardson and Urquhart', 'Dodsley, Mr.', 'Almon, Mr.', 'Griffin, Mr.', 'Newbery, Francis']		Duodecimo	ill. ;						""The authenticity of these memoirs will be the best excuse for their incorrectness.---Undissembled grief is a stranger to art or affectation""				['', 'Ovid']	['Epistolary']		true	true		Author (text)	Proper name	Male				['Distress', 'Series', 'Letter', 'General', 'Sir', 'Bart.', 'K. B.', 'Lover', 'Vol.']		University of Pennsylvania	AFD	Swarthmore College
341383	Cooper, Maria Susanna		by the authoress of The exemplary mother.	The daughter, or, The history of Miss Emilia Royston, and Miss Harriet Ayres : in a series of letters / by the authoress of The exemplary mother.	The daughter: or the history of Miss Emilia Royston, and Miss Harriet Ayres; in a series of letters. By the authoress of the Exemplary Mother.			1			1775	MDCCLXXV.	Dublin		Printed by D. Chamberlaine, for the United Company of Booksellers.				Duodecimo			Explains how this work is based upon ""Letters between Emilia and Harriet,"" which the author previously published; decided to adapt due to its faults (e.g. ""The story...followed too far the usual track of novels to conduct the reader to the temple of truth. The fault most common in this species of writing, and most pernicious to youthful minds, is the romantic indulgence of love, to the destruction of earliest duty of life."")"	""It is so usual for dedications to abound with panegyric and to embellish truth with every ornament of fiction, that I should be fearful lest the effusions of friendship should be mistaken for flattery, were not the amiable character of Lady Beauchamp sufficiently known...""							['']	['Epistolary']					Author (text)		Female	Female			['Daughter', 'History', 'Miss', 'Series', 'Letter', 'Authoress', 'Exemplary Mother', 'Mother']		University of Pennsylvania	AFD	
341384	Prévost	1697-1763.		The Dean of Coleraine : a moral history : founded on the memoirs of an illustrious family in Ireland : in three volumes.	The Dean of Coleraine. A moral history: founded on the memoirs of an illustrious family in Ireland. A new edition, carefully corrected and improved. In three volumes. Vol. I.			3	A new edition, carefully corrected and improved.		1780	M.DCC.LXXX.	London		Printed for F. Jullion, no. 28, Holborn Hill.				Duodecimo		['Novel.']	What appears to be the voice of the translator or editor explains the moral underpinnings of the work						true		['']	['First-person']			true								['Dean', 'History', 'Memoir', 'Family', 'Edition', 'Volume']	['Ireland', 'Coleraine']	University of Pennsylvania	AFD	
