id	title	author	date	a	b	x	c	v
379183	A chronicle of the conquest of Granada. By Fray Antonio Agapida. In two volumes. Vol. I.	Irving, Washington	1829	['Table of contents']	['Contents of vol. II.']	['Lists chapter subtitles. 55 chapters listed, plus Appendix.']	['Front']	['v.2']
379183	A chronicle of the conquest of Granada. By Fray Antonio Agapida. In two volumes. Vol. I.	Irving, Washington	1829	['Introduction']	['Introduction.']	['Explanatory note re: pseudonym-as-author-function: ""Although the following Chronicle bears the name of the venerable Fray Antonio Agapida, it is rather a superstructure reared upon the fragments which remain of his work....In the following work...the manuscript of the worthy Fray Antonio will be adopted, wherever it exists entire; but will be filled up, extended, illustrated, and corroborated, by citations from various authors, both Spanish and Arabian, who have treated of the subject.""', 'Includes a brief historiography. ""Having thus cited high and venerable authority for considering this war in the light of one of those pious enterprises denominated crusades, we trust we have said enough to engage the Christian reader to follow us into the field, and to stand by us to the very issue of the encounter."']	['Front']	['v.1']
379183	A chronicle of the conquest of Granada. By Fray Antonio Agapida. In two volumes. Vol. I.	Irving, Washington	1829	['Note']		['Explanatory footnotes']	['Middle']	['v.1', 'v.2']
379183	A chronicle of the conquest of Granada. By Fray Antonio Agapida. In two volumes. Vol. I.	Irving, Washington	1829	['Appendix']	['Appendix.']	['""The Chronicle of the Conquest of Granada is finished; but the reader may be desirous of knowing the subsequent fortunes of some of the principal personages.""', 'Contains three subtitled sections: fate of Boabdil el Chico; death of the Marques of Cadiz; the legend of the death of Don Alonzo de Aguilar.', 'All sections contain explanatory footnotes.', 'First section contains a separate endnote, entitled ""Note,"" referring the reader to an extant portrait of Boabdil el Chico.', 'Third section contains minimal verse."']	['Back']	['v.2']
379185	The Alhambra: a series of tales and sketches of the  Moors and Spaniards. By the author of The sketch book. In two volumes. Vol. I.	Irving, Washington	1832	['Copyright statement']		['The copyright statement reads: ""Entered according to the act of congress, in the year 1832, by Washington Irving, in the clerk\'s office of the district court of the southern district of New York."']	['Front']	['v.1']
379185	The Alhambra: a series of tales and sketches of the  Moors and Spaniards. By the author of The sketch book. In two volumes. Vol. I.	Irving, Washington	1832	['Dedication']	['Dedication. To David Wilkie, Esq., R. A.']	['The first sentence of the dedication reads: ""My dear sir, You may remember that, in the course of the rambles we once took together about some of the old cities of Spain, particularly Toledo and Seville, we frequently remarked the misture of the Saracenic witht he Gothic, remaing from the time of the Moors, and were more than once struck with incidents and scenes in the streets, that brough to mind passages in the \'Arabian Nights.\'""', 'The last sentence of the dedication reads: ""I inscribe this work to you, as a memorial of the pleasant scenes we have witnessed together, in that land of adventure, and as a testimony of an esteem for your worth, which can only be exceeded by admiration of your talents."']	['Front']	['v.1']
379185	The Alhambra: a series of tales and sketches of the  Moors and Spaniards. By the author of The sketch book. In two volumes. Vol. I.	Irving, Washington	1832	['Table of contents']	['Contents of volume I.']	['Includes the titles and pages of the chapters.']	['Back']	['v.1']
379185	The Alhambra: a series of tales and sketches of the  Moors and Spaniards. By the author of The sketch book. In two volumes. Vol. I.	Irving, Washington	1832	['Table of contents']	['Contents.']	['Includes the titles and pages of the chapters.']	['Front']	['v.2']
379195	Outre-mer; a pilgrimage  beyond the sea. [epigraph] In two volumes. Vol. I.	Longfellow, Henry Wadsworth	1835	['Copyright statement']		["Statement reads: Entered, according to act of Congress, in the year 18, by Harper and Brothers, in the clerk's office of the Southern district of New York."]	['Front']	['v.1.', 'v.2.']
379195	Outre-mer; a pilgrimage  beyond the sea. [epigraph] In two volumes. Vol. I.	Longfellow, Henry Wadsworth	1835	['Table of contents']	['Contents of the first volume.']	['Lists chapter titles and page numbers for volume 1.', 'Chapter title and the running title is different only for The ancient lyric poetry of the north of France.']	['Front']	['v.1.']
379195	Outre-mer; a pilgrimage  beyond the sea. [epigraph] In two volumes. Vol. I.	Longfellow, Henry Wadsworth	1835	['Table of contents']	['Contents of the second volume.']	['Lists chapter titles and page numbers for volume 2.']	['Front']	['v.2.']
379195	Outre-mer; a pilgrimage  beyond the sea. [epigraph] In two volumes. Vol. I.	Longfellow, Henry Wadsworth	1835	['Advertisement']	['Valuable works, published by Harper & Brothers, New-York.']	['30 pages of listings of a mixed genre of works published by Harper & Brothers.']	['Front']	['v.1.']
379195	Outre-mer; a pilgrimage  beyond the sea. [epigraph] In two volumes. Vol. I.	Longfellow, Henry Wadsworth	1835	['Dedication']	['The epistle dedicatory']	['First sentence reads: Worthy and gentle reader, I dedicate this little book to thee with many fears and misgivings of heart.', 'The author asks for the good favor of the readers for ""what peril away the adventurous author, who launches forth into the uncertain current of public favour in so frail a back as this!"']	['Front']	['v.1.']
379195	Outre-mer; a pilgrimage  beyond the sea. [epigraph] In two volumes. Vol. I.	Longfellow, Henry Wadsworth	1835	['Note']		['Very few footnotes referring to other works.']	['Middle']	['v.1.', 'v.2.']
379195	Outre-mer; a pilgrimage  beyond the sea. [epigraph] In two volumes. Vol. I.	Longfellow, Henry Wadsworth	1835	['Colophon']	['Colophon.']	['First sentence reads: My pilgrimage is finished.', 'Author questions, ""to what end is all this toil? Of what avail these midnight vigils? Does thou covet fame? Vain dreamer!...Alas! This little book is but a bubble on the stream; and although it may catch the sunshine for a moment, yet it will soon float down the swift-rushing current, and be seen no more!"']	['Back']	['.2.']
